img_name,mos,comments
j00zs3u6dr,5.268267631530762,Nice Image
ytv70so3zb,5.165594577789307,Nice Image
ia9890oozp,5.299344062805176,Nice Image
xsj81ypx4a,5.176738739013672,Nice Image
f23994ghlh,5.181662559509277,Nice Image
olzx3kqzij,5.196404933929443,Nice Image
pzhsjj4uxo,5.2068281173706055,Nice Image
2mb38w9n83,5.257753849029541,Nice Image
cz4tby7pfx,5.212268352508545,Nice Image
8099bltbox,5.266226291656494,Nice Image
4fxgmbki70,5.2671098709106445,Nice Image
398sev5zra,5.248362064361572,Nice Image
397dr2njq3,5.2155985832214355,Nice Image
8l24x7ueri,5.241217136383057,Nice Image
0payszbeft,5.221540451049805,Nice Image
5706ozsu0u,5.19171142578125,Nice Image
tvpgpvwu9y,5.291565895080566,Nice Image
0dwf6bs8mo,5.290088653564453,Nice Image
lzqw1192vq,5.218051910400391,Nice Image
1usse6jnw8,5.1732001304626465,Nice Image
3ys9jbc76z,5.269079208374023,Nice Image
6xk1cs5xvk,5.155032634735107,Nice Image
6qahjxl52p,5.249424457550049,Nice Image
0c1d6e5u9i,5.257399082183838,Nice Image
854gp2f72r,5.259215354919434,Nice Image
jtfsyzka9g,5.213528633117676,Nice Image
ak7flz7ynt,5.263474941253662,Nice Image
1pjnu9u1ej,5.193609237670898,Nice Image
79ve5uith4,5.166412830352783,Nice Image
5azfddo3d4,5.173892021179199,Nice Image
nr4su3ty9j,5.228200912475586,Nice Image
i5greo4ux6,5.2638373374938965,Nice Image
yfee52jxux,5.207407474517822,Nice Image
bjua6xugqz,5.225603103637695,Nice Image
plpnsfpf09,5.183736801147461,Nice Image
k4gsnb1xa4,5.153006553649902,Nice Image
6d4gsnukds,5.268307209014893,Nice Image
grdtvyw6n6,5.1583147048950195,Nice Image
cy08d3z2wl,5.167732238769531,Nice Image
rx0t0rifvk,5.18714714050293,Nice Image
a1yrt4w3nf,5.199307918548584,Nice Image
n3o0h26ml5,5.23665714263916,Nice Image
bys6pi3exn,5.20548152923584,Nice Image
wq3h5st0re,5.2813310623168945,Nice Image
9tw8hc454g,5.198927879333496,Nice Image
b2z46qc09u,5.227036476135254,Nice Image
sd2nq13rcs,5.235753059387207,Nice Image
kq961c1f1r,5.201104164123535,Nice Image
6isbnl5tdh,5.196072578430176,Nice Image
t2act0fcb4,5.266927719116211,Nice Image
awqndazx6z,5.266360282897949,Nice Image
9anuav2xm7,5.275286674499512,Nice Image
8hr88qoklj,5.273012161254883,Nice Image
3vlvyh3hrd,5.264059543609619,Nice Image
h7shfbc0mn,5.188839435577393,Nice Image
5bg9utxyyc,5.183285713195801,Nice Image
76ua0edhrs,5.238183975219727,Nice Image
4uy2zcnuih,5.2577619552612305,Nice Image
c5t1epztmp,5.162240982055664,Nice Image
8kpr5ztkcf,5.1826171875,Nice Image
73t0yxwwtp,5.238619804382324,Nice Image
i48qriyhl3,5.248797416687012,Nice Image
6p1vufbk8q,5.180596828460693,Nice Image
gz4u8comt9,5.214309215545654,Nice Image
b7r0ste60m,5.170238494873047,Nice Image
qezf1ks1ku,5.274362564086914,Nice Image
darbpjcjd2,5.208052635192871,Nice Image
nyecp5jvlt,5.237475872039795,Nice Image
r7cywbnc03,5.231549263000488,Nice Image
nzu64xel3v,5.174909591674805,Nice Image
zedakb2uuz,5.1869659423828125,Nice Image
skbezapkue,5.173841953277588,Nice Image
kc90ulzlin,5.177831172943115,Nice Image
veqqdoo50l,5.209512710571289,Nice Image
b1bc58vw6o,5.262716293334961,Nice Image
dqd4ga6cll,5.186800956726074,Nice Image
cd0nlkn40e,5.292108058929443,Nice Image
5cylynv9yk,5.209226608276367,Nice Image
bm1u93ng2t,5.144193172454834,Nice Image
t0b1nsfofl,5.185941696166992,Nice Image
dxxlp3xj5x,5.247687339782715,Nice Image
ny98uwxbsx,5.283472537994385,Nice Image
ox9xbno6i3,5.249687194824219,Nice Image
88j7visozp,5.20156192779541,Nice Image
ktg2yrq0e8,5.278909206390381,Nice Image
9gnb4t5vk6,5.255767345428467,Nice Image
tda3h6qm1e,5.26647424697876,Nice Image
8ph2by2gp9,5.260976314544678,Nice Image
2yu0w9z1u4,5.224079608917236,Nice Image
399nxdxvjg,5.159219741821289,Nice Image
at5ka9fq2t,5.193598747253418,Nice Image
